antenna	0	Antenna1	1666.6666666666667	800.0
antenna	1	Antenna1	3333.3333333333335	800.0
antenna	2	Antenna1	1666.6666666666667	1600.0
antenna	3	Antenna1	3333.3333333333335	1600.0
antenna	4	Antenna1	1666.6666666666667	2400.0
antenna	5	Antenna1	3333.3333333333335	2400.0
antenna	6	Antenna1	2500.0	            3200.0
ue	0	UE1-App1	4553.35006118933	2376.961860173741	app1
ue	1	UE1-App1	3020.3256212053707	1327.5289698498832	app1
ue	2	UE1-App1	3208.5568444877276	2515.1061189859947	app1
ue	3	UE1-App1	884.0392098014821	3248.588672651385	app1
ue	4	UE1-App1	1497.0102515307337	1083.0850495327202	app1
ue	5	UE1-App1	3613.239860660173	1012.1943929818702	app1
ue	6	UE1-App1	4528.82874907979	3383.1383226611006	app1
ue	7	UE1-App1	1502.9084402142023	3517.826363738442	app1
ue	8	UE1-App1	3320.028177511754	1848.768149477978	app1
ue	9	UE1-App1	700.8285077009601	1716.8580607946628	app1
ue	10	UE1-App1	745.1930082438968	166.71500570068963	app1
ue	11	UE1-App1	3376.946945530802	2087.9372242231166	app1
ue	12	UE1-App1	2798.2098667707937	2997.9674045662623	app1
ue	13	UE1-App1	3054.588442356894	3854.9566689721896	app1
ue	14	UE1-App1	883.9435118968014	3286.387895445971	app1
ue	15	UE1-App1	3797.6196171031247	1854.6607226239403	app1
ue	16	UE1-App1	1986.6584196533627	122.23784716752206	app1
ue	17	UE1-App1	4066.136870392004	3209.794786184445	app1
ue	18	UE1-App1	2271.601961975696	833.5968118329604	app1
ue	19	UE1-App1	2687.6966498708334	3390.1172136310006	app1
ue	20	UE1-App1	1027.382953550765	95.26209914799688	app1
ue	21	UE1-App1	339.82909565909716	1642.548039700626	app1
ue	22	UE1-App1	2089.9699009714136	1324.5676329397388	app1
ue	23	UE1-App1	3440.139686801668	1537.0364720055738	app1
ue	24	UE1-App1	3645.5496578821185	361.13104238329277	app1
ue	25	UE1-App1	4764.20337177503	1682.2091390331302	app1
ue	26	UE1-App1	1481.3030363599844	168.78362651876787	app1
ue	27	UE1-App1	2451.439411721633	2781.4127829070903	app1
ue	28	UE1-App1	3393.1534316766038	2057.206279713829	app1
ue	29	UE1-App1	2763.5433403245484	2851.0639142723403	app1
ue	30	UE2-App2	1450.2996780316541	913.3665348344601	app2
ue	31	UE2-App2	2110.6034925459517	2782.1218844862638	app2
ue	32	UE2-App2	75.741736992066	    1602.7294487433653	app2
ue	33	UE2-App2	441.53848777406137	2677.636291960965	app2
ue	34	UE2-App2	2063.269434378499	1174.772263117211	app2
ue	35	UE2-App2	3766.929013279284	320.94009811187885	app2
ue	36	UE2-App2	1061.0157952341708	104.94971836648715	app2
ue	37	UE2-App2	15.064335740339608	2270.803357455594	app2
ue	38	UE2-App2	2811.9108399050597	2352.346402809519	app2
ue	39	UE2-App2	1422.716932645443	818.5057251011627	app2
ue	40	UE2-App2	3030.73951940098	2785.9293557016354	app2
ue	41	UE2-App2	2582.9000331504703	779.8267389514319	app2
ue	42	UE2-App2	800.0675657648482	3328.8145236508562	app2
ue	43	UE2-App2	2188.8993988526845	2817.9753029739845	app2
ue	44	UE2-App2	1411.0201801353583	2689.7785323710946	app2
ue	45	UE2-App2	4145.232142040808	2182.8139986666147	app2
ue	46	UE2-App2	3190.7757743853667	3505.357662007422	app2
ue	47	UE2-App2	3159.4763399762587	338.02974655500907	app2
ue	48	UE2-App2	4176.322463962021	433.61473748753986	app2
ue	49	UE2-App2	3644.7301518725876	2032.8941564603417	app2
